,mbfc__Event_Date__c,mbfc__Location_text__c,mbfc__Notation_Type__c,mbfc__Register_Entry_Type__c,mbfc__Ordination_Type__c,mbfc__Celebrant__c,mbfc__Contact__c,Archdpdx_Job_Id__c,Archdpdx_Migration_Id__c
1177,2007-05-28,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjJpIAK,124,395_Notation_NoticeofHolyOrdersDiaconate
1178,2009-06-27,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjJpIAK,124,395_Notation_NoticeofHolyOrdersPresbyteral
1179,1965-05-22,Portland,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjJzIAK,124,748_Notation_NoticeofHolyOrdersPresbyteral
1180,2008-04-19,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjK0IAK,124,597_Notation_NoticeofHolyOrdersDiaconate
1181,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjK0IAK,124,597_Notation_NoticeofHolyOrdersPresbyteral
1182,1961-10-01,"Chachapoyas, Perú",Proof of Baptism,Notation,,,003Dx00000nKjK7IAK,124,372_Notation_ProofofBaptismnan
1183,1988-02-20,,Notice of Matrimony,Notation,,,003Dx00000nKjK7IAK,124,372_Notation_NoticeofMatrimonynan
1184,2021-06-19,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjKBIA0,124,2768_Notation_NoticeofHolyOrdersDiaconate
1185,1977-06-05,,Notice of Holy Orders,Notation,Presbyteral,,,124,2752_Notation_NoticeofHolyOrdersPresbyteral
1186,1946-02-03,"Christ the King Church, Dallas TX",Proof of Baptism,Notation,,,003Dx00000nKjKGIA0,124,221_Notation_ProofofBaptismnan
1187,1971-11-13,,Notice of Matrimony,Notation,,,003Dx00000nKjKGIA0,124,221_Notation_NoticeofMatrimonynan
1188,2000-12-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjKGIA0,124,221_Notation_NoticeofHolyOrdersDiaconate
1189,1971-11-13,,Notice of Matrimony,Notation,,,003Dx00000nKjKJIA0,124,306_Notation_NoticeofMatrimonynan
1190,1982-06-12,"Seattle, WA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjeZIAS,003Dx00000nKjKOIA0,124,722_Notation_NoticeofHolyOrdersPresbyteral
1191,1948-02-14,,Notice of Matrimony,Notation,,,003Dx00000nKjKQIA0,124,130_Notation_NoticeofMatrimonynan
1192,1923-01-28,"St. Mary Magdelene, Portland OR",Proof of Baptism,Notation,,,003Dx00000nKjKRIA0,124,80_Notation_ProofofBaptismnan
1193,1948-02-14,,Notice of Matrimony,Notation,,,003Dx00000nKjKRIA0,124,80_Notation_NoticeofMatrimonynan
1194,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjKRIA0,124,80_Notation_NoticeofHolyOrdersDiaconate
1195,1966-01-01,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjKUIA0,124,723_Notation_NoticeofHolyOrdersPresbyteral
1196,1969-07-05,,Notice of Matrimony,Notation,,,003Dx00000nKjKVIA0,124,101_Notation_NoticeofMatrimonynan
1197,1999-06-24,"Cathedral of Our Lady of Lourdes, Spokane WA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjKVIA0,124,101_Notation_NoticeofHolyOrdersDiaconate
1198,1987-06-06,,Notice of Matrimony,Notation,,,003Dx00000nKjKWIA0,124,226_Notation_NoticeofMatrimonynan
1199,1967-03-19,"Holy Redeemer, Portland OR",Proof of Baptism,Notation,,,003Dx00000nKjKXIA0,124,77_Notation_ProofofBaptismnan
1200,1987-06-06,,Notice of Matrimony,Notation,,,003Dx00000nKjKXIA0,124,77_Notation_NoticeofMatrimonynan
1201,2009-10-31,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjKXIA0,124,77_Notation_NoticeofHolyOrdersDiaconate
1202,1994-04-09,"Notre Dame, IN",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZCIA0,003Dx00000nKjKYIA0,124,724_Notation_NoticeofHolyOrdersPresbyteral
1203,1966-08-07,"St. Gregory the Great Parish, Williamsville, NY",Proof of Baptism,Notation,,,003Dx00000nKjKdIAK,124,2784_Notation_ProofofBaptismnan
1204,1980-05-18,"St. Gregory the Great Parish, Williamsville, NY",Notice of Confirmation,Notation,,,003Dx00000nKjKdIAK,124,2784_Notation_NoticeofConfirmationnan
1205,2015-06-05,2006-05-15,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjKjIAK,124,630_Notation_NoticeofHolyOrdersPresbyteral
1206,1969-03-12,"Beaverton Foursquare Church, Beaverton, Oregon",Proof of Baptism,Notation,,,003Dx00000nKjKtIAK,124,2078_Notation_ProofofBaptismnan
1207,2012-04-07,"St. Cecilia Parish, Beaverton, Oregon",Notice of Confirmation,Notation,,,003Dx00000nKjKtIAK,124,2078_Notation_NoticeofConfirmationnan
1208,2012-04-07,"St. Matthew Parish, Hillsboro, Oregon",Notice of Profession of Faith,Notation,,,003Dx00000nKjKtIAK,124,2078_Notation_NoticeofProfessionofFaithnan
1209,1994-07-23,"Our Lady of the Annunciation Parish, Albuquerque, NM",Notice of Matrimony,Notation,,,003Dx00000nKjKyIAK,124,2801_Notation_NoticeofMatrimonynan
1210,1979-07-08,"Christ United Methodist Church, Albuquerque, NM",Proof of Baptism,Notation,,,003Dx00000nKjKzIAK,124,2800_Notation_ProofofBaptismnan
1211,1998-04-11,"Risen Savior Catholic Church, Albuquerque, NM",Notice of Confirmation,Notation,,,003Dx00000nKjKzIAK,124,2800_Notation_NoticeofConfirmationnan
1212,1998-04-11,"Risen Savior Catholic Church, Albuquerque, NM",Notice of Profession of Faith,Notation,,,003Dx00000nKjKzIAK,124,2800_Notation_NoticeofProfessionofFaithnan
1213,1994-07-23,"Our Lady of the Annunciation Parish, Albuquerque, NM",Notice of Matrimony,Notation,,,003Dx00000nKjKzIAK,124,2800_Notation_NoticeofMatrimonynan
1214,1966-12-21,"Pilar, Goa, India",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjckIAC,003Dx00000nKjL0IAK,124,571_Notation_NoticeofHolyOrdersPresbyteral
1215,2006-02-04,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjL1IAK,124,1577_Notation_NoticeofHolyOrdersPresbyteral
1216,1993-08-14,,Notice of Matrimony,Notation,,,003Dx00000nKjL2IAK,124,166_Notation_NoticeofMatrimonynan
1217,1962-08-09,"Parroquia de San Pedro Tlaquepaque, San Pedro Tlaquapque, Jalisco, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjL7IAK,124,289_Notation_ProofofBaptismnan
1218,1993-08-14,,Notice of Matrimony,Notation,,,003Dx00000nKjL7IAK,124,289_Notation_NoticeofMatrimonynan
1219,1997-11-28,"Sacred Heart Church, Medford OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjL7IAK,124,289_Notation_NoticeofHolyOrdersDiaconate
1220,2000-07-08,"Templo Cristo Sacerdote, Guadalajara, Jalisco, Mexico",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjc9IAC,003Dx00000nKjL9IAK,124,1566_Notation_NoticeofHolyOrdersPresbyteral
1221,1993-04-10,"Mariners Chapel, Kings Point NY",Proof of Baptism,Notation,,,003Dx00000nKjLBIA0,124,374_Notation_ProofofBaptismnan
1222,1998-06-20,,Notice of Matrimony,Notation,,,003Dx00000nKjLBIA0,124,374_Notation_NoticeofMatrimonynan
1223,2021-06-19,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjLEIA0,124,2769_Notation_NoticeofHolyOrdersDiaconate
1224,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjLJIA0,124,572_Notation_NoticeofHolyOrdersPresbyteral
1225,2012-06-02,"St. Martha’s Parish, Huntington Park, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaOIAS,003Dx00000nKjLLIA0,124,725_Notation_NoticeofHolyOrdersPresbyteral
1226,1970-06-28,"Parroquia de San Lorenzo Martir, Veracruz, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjLNIA0,124,158_Notation_ProofofBaptismnan
1227,2000-02-26,,Notice of Matrimony,Notation,,,003Dx00000nKjLNIA0,124,158_Notation_NoticeofMatrimonynan
1228,2014-06-27,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjLRIA0,124,1325_Notation_NoticeofHolyOrdersDiaconate
1229,2015-09-19,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjLRIA0,124,1325_Notation_NoticeofHolyOrdersPresbyteral
1230,1958-09-07,"St. Joseph Church, Salem OR",Proof of Baptism,Notation,,,003Dx00000nKjLSIA0,124,376_Notation_ProofofBaptismnan
1231,1980-07-12,,Notice of Matrimony,Notation,,,003Dx00000nKjLSIA0,124,376_Notation_NoticeofMatrimonynan
1232,1971-06-12,Portland,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaDIAS,003Dx00000nKjLTIA0,124,831_Notation_NoticeofHolyOrdersPresbyteral
1233,1949-11-13,"St. Michael Catholic Church, Convent LA",Proof of Baptism,Notation,,,003Dx00000nKjLXIA0,124,98_Notation_ProofofBaptismnan
1234,1983-08-17,,Notice of Matrimony,Notation,,,003Dx00000nKjLXIA0,124,98_Notation_NoticeofMatrimonynan
1235,1970-05-09,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjLYIA0,124,1551_Notation_NoticeofHolyOrdersPresbyteral
1236,2015-09-19,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjLeIAK,124,1328_Notation_NoticeofHolyOrdersPresbyteral
1237,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjLgIAK,124,665_Notation_NoticeofHolyOrdersPresbyteral
1238,1975-05-18,"Stuttgart, West Germany, US Military Ord.",Proof of Baptism,Notation,,,003Dx00000nKjLlIAK,124,2737_Notation_ProofofBaptismnan
1239,2013-05-25,"St. Patrick’s Cathedral, New York, NY",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjLlIAK,124,2737_Notation_NoticeofHolyOrdersPresbyteral
1240,1964-12-01,Rome,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjLpIAK,124,832_Notation_NoticeofHolyOrdersPresbyteral
1241,2000-08-12,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjM8IAK,124,1511_Notation_NoticeofHolyOrdersPresbyteral
1242,1948-03-29,"Our Lady of Guadalupe Church, Mission TX",Proof of Baptism,Notation,,,003Dx00000nKjM9IAK,124,117_Notation_ProofofBaptismnan
1243,1974-06-22,,Notice of Matrimony,Notation,,,003Dx00000nKjM9IAK,124,117_Notation_NoticeofMatrimonynan
1244,1967-06-16,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjMAIA0,124,811_Notation_NoticeofHolyOrdersPresbyteral
1245,1960-11-07,,Proof of Baptism,Notation,,,003Dx00000nKjMCIA0,124,326_Notation_ProofofBaptismnan
1246,1990-06-01,"St. Peter Cathedral, Marquette, MI",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaPIAS,003Dx00000nKjMCIA0,124,326_Notation_NoticeofHolyOrdersPresbyteral
1247,2006-01-25,"St. Peter Cathedral, Marquette, MI",Notice of Holy Orders,Notation,Episcopal,003Dx00000nKjdhIAC,003Dx00000nKjMCIA0,124,326_Notation_NoticeofHolyOrdersEpiscopal
1248,2008-06-07,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjMDIA0,124,739_Notation_NoticeofHolyOrdersPresbyteral
1249,1992-05-24,"St. Barbara Catholic Church, Santa Anna, CA",Proof of Baptism,Notation,,,003Dx00000nKjMGIA0,124,2731_Notation_ProofofBaptismnan
1250,2009-05-12,"St. Christopher Catholic Church, Moreno Valley, CA",Notice of Confirmation,Notation,,,003Dx00000nKjMGIA0,124,2731_Notation_NoticeofConfirmationnan
1251,1993-06-12,"Nuestra Señora de Guadalupe, San Luis Rio Colorado, Sonora, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjMHIA0,124,2075_Notation_ProofofBaptismnan
1252,2020-08-01,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjMHIA0,124,2075_Notation_NoticeofHolyOrdersDiaconate
1253,2021-05-28,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjMHIA0,124,2075_Notation_NoticeofHolyOrdersPresbyteral
1254,2015-06-05,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVyIAK,124,631_Notation_NoticeofHolyOrdersPresbyteral
1255,1999-01-09,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjVzIAK,124,3044_Notation_NoticeofHolyOrdersDiaconate
1256,2000-08-12,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVzIAK,124,3044_Notation_NoticeofHolyOrdersPresbyteral
1257,1992-06-13,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjW6IAK,124,3078_Notation_NoticeofHolyOrdersPresbyteral
1258,1970-06-20,,Notice of Matrimony,Notation,,,003Dx00000nKjW7IAK,124,299_Notation_NoticeofMatrimonynan
1259,2000-05-27,"Los Angeles, California",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjejIAC,003Dx00000nKjWAIA0,124,840_Notation_NoticeofHolyOrdersPresbyteral
1260,1963-05-11,Benedictines: Mt Angel,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjWCIA0,124,833_Notation_NoticeofHolyOrdersPresbyteral
1261,1967-08-01,"First Baptist Church, Eugene",Proof of Baptism,Notation,,,003Dx00000nKjWDIA0,124,466_Notation_ProofofBaptismnan
1262,2008-05-31,"St. Dominic Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjcsIAC,003Dx00000nKjWGIA0,124,618_Notation_NoticeofHolyOrdersPresbyteral
1263,1973-10-19,,Notice of Matrimony,Notation,,,003Dx00000nKjWHIA0,124,250_Notation_NoticeofMatrimonynan
1264,1999-12-18,"St. Louis Catholic Church, New Orleans LA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjWHIA0,124,250_Notation_NoticeofHolyOrdersDiaconate
1265,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjWXIA0,124,619_Notation_NoticeofHolyOrdersPresbyteral
1266,1937-02-02,"Holy Cross Church, Pfeifer KS",Proof of Baptism,Notation,,,,124,28_Notation_ProofofBaptismnan
1267,2007-11-03,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,,124,28_Notation_NoticeofHolyOrdersDiaconate
1268,1962-04-15,"Assumption of the Blessed Virgin Parish, Kansas City, MO",Proof of Baptism,Notation,,,003Dx00000nKjWgIAK,124,2785_Notation_ProofofBaptismnan
1269,1992-04-18,"St. Elizabeth Parish, Kansas City, MO",Notice of Confirmation,Notation,,,003Dx00000nKjWgIAK,124,2785_Notation_NoticeofConfirmationnan
1270,1988-09-10,"Our Lady of Perpetual Help Parish, Germantown, TN",Notice of Matrimony,Notation,,,003Dx00000nKjWgIAK,124,2785_Notation_NoticeofMatrimonynan
1271,1973-02-03,,Notice of Matrimony,Notation,,,003Dx00000nKjWjIAK,124,64_Notation_NoticeofMatrimonynan
1272,1950-10-08,"St. George Church, Pittsburgh PA",Proof of Baptism,Notation,,,003Dx00000nKjWkIAK,124,322_Notation_ProofofBaptismnan
1273,1961-03-01,"St. George Church, Pittsburgh PA",Notice of Confirmation,Notation,,,003Dx00000nKjWkIAK,124,322_Notation_NoticeofConfirmationnan
1274,1973-02-03,,Notice of Matrimony,Notation,,,003Dx00000nKjWkIAK,124,322_Notation_NoticeofMatrimonynan
1275,2013-10-26,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjWkIAK,124,322_Notation_NoticeofHolyOrdersDiaconate
1276,1985-04-13,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjWmIAK,124,726_Notation_NoticeofHolyOrdersPresbyteral
1277,1965-05-22,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjWwIAK,124,740_Notation_NoticeofHolyOrdersPresbyteral
1278,1997-01-26,"St. Elizabeth Ann Seton, Aloha, OR",Proof of Baptism,Notation,,,003Dx00000nKjX0IAK,124,1593_Notation_ProofofBaptismnan
1279,2012-05-10,,Notice of Confirmation,Notation,,,003Dx00000nKjX0IAK,124,1593_Notation_NoticeofConfirmationnan
1280,1960-05-21,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjXAIA0,124,632_Notation_NoticeofHolyOrdersPresbyteral
1281,2013-10-30,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjXDIA0,124,573_Notation_NoticeofHolyOrdersDiaconate
1282,2014-06-14,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjXDIA0,124,573_Notation_NoticeofHolyOrdersPresbyteral
1283,1985-08-06,"Jaffna, Sri Lanka",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjclIAC,003Dx00000nKjXLIA0,124,727_Notation_NoticeofHolyOrdersPresbyteral
1284,2004-12-25,"St. Paul Parish, Silverton, OR",Proof of Baptism,Notation,,,003Dx00000nKjXOIA0,124,3062_Notation_ProofofBaptismnan
1285,2021-05-20,"St. Paul Parish, Silverton, OR",Notice of Confirmation,Notation,,,003Dx00000nKjXOIA0,124,3062_Notation_NoticeofConfirmationnan
1286,2000-10-01,"St. Paul, Silverton",Proof of Baptism,Notation,,,003Dx00000nKjXPIA0,124,3002_Notation_ProofofBaptismnan
1287,2016-04-26,"Sacred Heart, Gervis",Notice of Confirmation,Notation,,,003Dx00000nKjXPIA0,124,3002_Notation_NoticeofConfirmationnan
1288,1994-05-08,"St. Patrick’s, Raton, NM",Proof of Baptism,Notation,,,003Dx00000nKjXRIA0,124,2772_Notation_ProofofBaptismnan
1289,2012-04-07,"St. Joseph’s Church Raton, NM",Notice of Confirmation,Notation,,,003Dx00000nKjXRIA0,124,2772_Notation_NoticeofConfirmationnan
1290,2021-05-20,"St. Joseph on the Rio Grande, Albuquerque, NM",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjXRIA0,124,2772_Notation_NoticeofHolyOrdersDiaconate
1291,1962-11-04,"St. Mary Parish, Mount Angel OR",Proof of Baptism,Notation,,,003Dx00000nKjXUIA0,124,11_Notation_ProofofBaptismnan
1292,1991-11-30,,Notice of Matrimony,Notation,,,003Dx00000nKjXUIA0,124,11_Notation_NoticeofMatrimonynan
1293,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjXUIA0,124,11_Notation_NoticeofHolyOrdersDiaconate
1294,2015-09-05,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjXWIA0,124,2970_Notation_NoticeofHolyOrdersDiaconate
1295,2022-06-24,"St. Dominic’s Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjXWIA0,124,2970_Notation_NoticeofHolyOrdersPresbyteral
1296,1981-07-22,"St. Mary Church, Secunderabad, India",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjeLIAS,003Dx00000nKjXXIA0,124,812_Notation_NoticeofHolyOrdersPresbyteral
1297,2006-12-29,"Cathedral of Namcheon, Busan, South Korea",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjRnIAK,003Dx00000nKj34IAC,124,2066_Notation_NoticeofHolyOrdersPresbyteral
1298,1963-10-20,"St. Michael’s Parish, Livonia, MI",Proof of Baptism,Notation,,,003Dx00000nKj36IAC,124,887_Notation_ProofofBaptismnan
1299,1996-06-01,"St. Dominic’s Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjeAIAS,003Dx00000nKj36IAC,124,887_Notation_NoticeofHolyOrdersPresbyteral
1300,2000-10-14,"Mary Immaculate Parish, Pacoima, CA",Proof of Baptism,Notation,,,003Dx00000nKj37IAC,124,1559_Notation_ProofofBaptismnan
1301,2016-05-26,"St. Joseph Parish, Salem, OR",Notice of Confirmation,Notation,,,003Dx00000nKj37IAC,124,1559_Notation_NoticeofConfirmationnan
1302,2021-09-25,,Notice of Matrimony,Notation,,,003Dx00000nKj3CIAS,124,3130_Notation_NoticeofMatrimonynan
1303,1994-01-24,"St. Mary Parish, Mount Angel, OR",Proof of Baptism,Notation,,,003Dx00000nKj3DIAS,124,3129_Notation_ProofofBaptismnan
1304,2021-09-25,,Notice of Matrimony,Notation,,,003Dx00000nKj3DIAS,124,3129_Notation_NoticeofMatrimonynan
1305,2006-06-10,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKj3IIAS,124,620_Notation_NoticeofHolyOrdersPresbyteral
1306,1995-06-25,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj3JIAS,124,1353_Notation_NoticeofHolyOrdersPresbyteral
1307,1959-10-18,"Anglican Church of the Ascension, Springvale, Victoria, Australia",Proof of Baptism,Notation,,,003Dx00000nKj3KIAS,124,500_Notation_ProofofBaptismnan
1308,2015-04-04,"St. Michael the Archangel, Portland, Oregon",Notice of Confirmation,Notation,,,003Dx00000nKj3KIAS,124,500_Notation_NoticeofConfirmationnan
1309,2015-04-04,"St. Michael the Archangel, Portland, Oregon",Notice of Profession of Faith,Notation,,,003Dx00000nKj3KIAS,124,500_Notation_NoticeofProfessionofFaithnan
1310,1985-12-21,,Notice of Matrimony,Notation,,,003Dx00000nKj3KIAS,124,500_Notation_NoticeofMatrimonynan
1311,1962-12-09,"St. Nicholas Parish, New Jersey",Proof of Baptism,Notation,,,003Dx00000nKj3NIAS,124,3107_Notation_ProofofBaptismnan
1312,2010-10-08,"Holy Rosary Parish, Portland, OR",Notice of Matrimony,Notation,,,003Dx00000nKj3NIAS,124,3107_Notation_NoticeofMatrimonynan
1313,2010-10-08,"Holy Rosary Parish, Portland, OR",Notice of Matrimony,Notation,,,003Dx00000nKj3OIAS,124,3108_Notation_NoticeofMatrimonynan
1314,1983-11-05,"St. Paul Church, Cambridge, MA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj3XIAS,124,897_Notation_NoticeofHolyOrdersDiaconate
1315,1984-06-09,"Loyola Marymount University, Los Angeles, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj3XIAS,124,897_Notation_NoticeofHolyOrdersPresbyteral
1316,1999-07-17,,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZBIA0,003Dx00000nKj3aIAC,124,1356_Notation_NoticeofHolyOrdersPresbyteral
1317,1976-05-15,"St. Paul the Apostle, NY, NY",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjeoIAC,003Dx00000nKj3bIAC,124,749_Notation_NoticeofHolyOrdersPresbyteral
1318,2013-05-31,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj3dIAC,124,2745_Notation_NoticeofHolyOrdersPresbyteral
1319,2001-04-22,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj3gIAC,124,2971_Notation_NoticeofHolyOrdersPresbyteral
1320,1940-04-07,"St. Columba, Chowchilla CA",Proof of Baptism,Notation,,,003Dx00000nKj3hIAC,124,330_Notation_ProofofBaptismnan
1321,1976-05-21,,Notice of Matrimony,Notation,,,003Dx00000nKj3hIAC,124,330_Notation_NoticeofMatrimonynan
1322,1982-12-04,"St. John Vianney, Walnut Creek CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj3hIAC,124,330_Notation_NoticeofHolyOrdersDiaconate
1323,1992-05-09,"Our Lady of Sorrows Basilica, Chicago, IL",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj3oIAC,124,1512_Notation_NoticeofHolyOrdersPresbyteral
1324,1978-10-14,"Ascension, Portland",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj2cIAC,003Dx00000nKj3qIAC,124,834_Notation_NoticeofHolyOrdersPresbyteral
1325,1983-11-06,"Immaculate Conception Church, Las Vegas, NM",Proof of Baptism,Notation,,,003Dx00000nKj3rIAC,124,2773_Notation_ProofofBaptismnan
1326,2000-05-05,"Immaculate Conception Church, Las Vegas, NM",Notice of Confirmation,Notation,,,003Dx00000nKj3rIAC,124,2773_Notation_NoticeofConfirmationnan
1327,2021-05-20,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj3rIAC,124,2773_Notation_NoticeofHolyOrdersDiaconate
1328,1988-05-28,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj40IAC,124,633_Notation_NoticeofHolyOrdersPresbyteral
1329,1956-06-02,"Sacred Heart Church, San Jose, CA",Proof of Baptism,Notation,,,003Dx00000nKj42IAC,124,659_Notation_ProofofBaptismnan
1330,1970-12-01,"Toronto, Ontario",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj42IAC,124,659_Notation_NoticeofHolyOrdersDiaconate
1331,1971-06-06,"St. Ignatius Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjcjIAC,003Dx00000nKj42IAC,124,659_Notation_NoticeofHolyOrdersPresbyteral
1332,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKj46IAC,124,463_Notation_NoticeofHolyOrdersPresbyteral
1333,2014-04-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Episcopal,003Dx00000nKjOGIA0,003Dx00000nKj46IAC,124,463_Notation_NoticeofHolyOrdersEpiscopal
1334,1953-03-07,,Notice of Matrimony,Notation,,,003Dx00000nKj4EIAS,124,113_Notation_NoticeofMatrimonynan
1335,1932-09-11,"St. Monica Church, Santa Monica CA",Proof of Baptism,Notation,,,003Dx00000nKj4FIAS,124,178_Notation_ProofofBaptismnan
1336,1953-03-07,,Notice of Matrimony,Notation,,,003Dx00000nKj4FIAS,124,178_Notation_NoticeofMatrimonynan
1337,1986-10-04,"Our Lady of the Rosary Cathedral, San Barnardino CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj4FIAS,124,178_Notation_NoticeofHolyOrdersDiaconate
1338,1959-06-03,"Christ the King Catholic Church, Richland WA",Proof of Baptism,Notation,,,003Dx00000nKj4HIAS,124,190_Notation_ProofofBaptismnan
1339,1978-03-25,,Notice of Matrimony,Notation,,,003Dx00000nKj4HIAS,124,190_Notation_NoticeofMatrimonynan
